t,x,y,z
199.942904,0.372,-0.494,0.664
199.992952,0.376,-0.364,0.79
200.043,0.34,-0.262,0.732
200.092856,0.738,-0.642,0.924
200.142904,0.482,0.658,0.76
200.192952,0.624,-1.004,0.814
200.243,0.348,-0.318,0.87
200.292856,0.394,-0.472,0.802
200.342904,0.442,-0.578,0.806
200.392952,0.398,-0.456,0.816
200.443,0.36,-0.51,0.812
200.492856,0.348,-0.534,0.838
200.542904,0.362,-0.54,0.816
200.592952,0.382,-0.442,0.878
200.643,0.378,-0.48,0.824
200.693856,0.4,-0.476,0.816
200.743904,0.416,-0.504,0.814
200.793952,0.362,-0.536,0.796
200.844,0.354,-0.476,0.862
200.893856,0.37,-0.496,0.83
200.943904,0.386,-0.464,0.832
200.993952,0.376,-0.48,0.812
201.044,0.388,-0.47,0.85
201.093856,0.386,-0.51,0.816
201.143904,0.378,-0.486,0.824
201.193952,0.376,-0.51,0.824
201.244,0.37,-0.508,0.822
201.293856,0.37,-0.526,0.842
201.343904,0.36,-0.508,0.816
201.393952,0.362,-0.514,0.822
201.444,0.366,-0.518,0.798
201.493856,0.368,-0.504,0.848
201.543904,0.376,-0.518,0.812
201.593952,0.378,-0.504,0.838
201.644,0.37,-0.518,0.806
201.694856,0.36,-0.504,0.82
201.744904,0.354,-0.524,0.822
201.794952,0.37,-0.524,0.824
201.845,0.36,-0.508,0.834
201.894856,0.366,-0.526,0.818
201.944904,0.354,-0.504,0.816
201.994952,0.37,-0.518,0.822
202.045,0.36,-0.504,0.838
202.094856,0.364,-0.522,0.828
202.144904,0.378,-0.53,0.82
202.194952,0.372,-0.51,0.828
202.245,0.37,-0.518,0.832
202.294856,0.37,-0.518,0.816
202.344904,0.36,-0.51,0.808
202.394952,0.362,-0.518,0.828
202.445,0.36,-0.52,0.818
202.494856,0.366,-0.51,0.816
202.544904,0.37,-0.52,0.83
202.594952,0.36,-0.504,0.824
202.645,0.37,-0.496,0.816
202.695856,0.37,-0.51,0.834
202.745904,0.37,-0.504,0.812
202.795952,0.37,-0.518,0.818
202.846,0.382,-0.508,0.838
202.895856,0.36,-0.51,0.808
202.945904,0.372,-0.486,0.792
202.995952,0.372,-0.52,0.818
203.046,0.36,-0.51,0.83
203.095856,0.372,-0.5,0.818
203.145904,0.36,-0.508,0.824
203.195952,0.378,-0.508,0.816
203.246,0.372,-0.524,0.824
203.295856,0.376,-0.502,0.814
203.345904,0.368,-0.508,0.83
203.395952,0.366,-0.514,0.824
203.446,0.354,-0.502,0.834
203.495856,0.37,-0.518,0.824
203.545904,0.366,-0.508,0.83
203.595952,0.366,-0.508,0.83
203.646,0.362,-0.496,0.832
203.695856,0.366,-0.518,0.83
203.745904,0.37,-0.508,0.844
203.795952,0.37,-0.526,0.816
203.846,0.37,-0.504,0.814
203.896856,0.362,-0.524,0.796
203.946904,0.368,-0.508,0.828
203.996952,0.368,-0.496,0.83
204.047,0.366,-0.508,0.832
204.096856,0.378,-0.51,0.824
204.146904,0.38,-0.502,0.83
204.196952,0.37,-0.51,0.824
204.247,0.376,-0.504,0.816
204.296856,0.372,-0.472,0.792
204.346904,0.37,-0.504,0.824
204.396952,0.378,-0.508,0.832
204.447,0.37,-0.51,0.824
204.496856,0.372,-0.524,0.828
204.546904,0.362,-0.51,0.83
204.596952,0.36,-0.504,0.816
204.647,0.368,-0.496,0.824
204.696856,0.37,-0.488,0.838
204.746904,0.362,-0.51,0.806
204.796952,0.366,-0.504,0.834
204.847,0.368,-0.504,0.822
204.897856,0.362,-0.492,0.84
204.947904,0.4,-0.502,0.84
204.997952,0.346,-0.486,0.808
205.048,0.37,-0.472,0.792
205.097856,0.362,-0.576,0.77
205.147904,0.276,-0.438,0.682
205.197952,0.266,-0.55,0.872
205.248,0.324,-0.482,1.008
205.297856,0.158,-0.464,0.758
205.347904,0.29,-0.882,0.872
205.397952,0.576,-0.992,0.638
205.448,0.732,-0.668,0.524
205.497856,0.724,-0.764,0.372
205.547904,0.932,-0.672,0.412
205.597952,0.934,-0.392,0.366
205.648,0.958,-0.588,0.204
205.697856,0.912,-0.384,0.224
205.747904,0.872,-0.286,0.248
205.797952,0.962,-0.432,0.166
205.848,0.912,-0.262,0.108
205.898856,0.906,-0.262,0.184
205.948904,0.788,-0.27,0.222
205.998952,0.73,-0.238,0.162
206.049,0.698,-0.284,0.152
206.098856,0.716,-0.236,0.176
206.148904,0.794,-0.224,0.19
206.198952,0.852,-0.29,0.192
206.249,0.858,-0.254,0.174
206.298856,0.81,-0.248,0.24
206.348904,0.826,-0.248,0.212
206.398952,0.82,-0.222,0.254
206.449,0.822,-0.208,0.254
206.698856,0.864,-0.262,0.334
206.748904,0.898,-0.262,0.332
206.798952,0.91,-0.252,0.318
206.849,0.946,-0.224,0.31
206.899856,0.886,-0.254,0.3
206.949904,0.912,-0.28,0.326
206.999952,0.964,-0.376,0.334
207.05,1.098,-0.518,0.344
207.099856,0.91,-0.296,0.374
207.149904,0.772,-0.668,0.334
207.199952,0.702,-0.51,0.334
207.25,0.644,-0.396,0.328
207.299856,0.708,-0.694,0.316
207.349904,0.618,-0.55,0.35
207.399952,0.61,-0.664,0.376
207.45,0.52,-0.514,0.384
207.499856,0.544,-0.71,0.434
207.549904,0.504,-0.664,0.478
207.599952,0.522,-0.686,0.508
207.65,0.488,-0.848,0.504
207.699856,0.452,-0.794,0.558
207.749904,0.41,-0.736,0.504
207.799952,0.394,-0.664,0.442
207.85,0.288,-0.51,0.414
207.900856,0.34,-0.672,0.336
207.950904,0.362,-0.562,0.384
208.000952,0.352,-0.764,0.326
208.051,0.472,-0.992,0.514
208.100856,0.474,-0.882,0.48
208.150904,0.43,-0.848,0.414
208.200952,0.456,-0.786,0.39
208.251,0.4,-0.71,0.336
208.500856,0.632,-0.544,0.382
208.550904,0.808,-0.66,0.396
208.600952,0.754,-0.462,0.434
208.651,0.824,-0.278,0.466
208.700856,0.826,-0.312,0.344
208.750904,0.824,-0.32,0.324
208.800952,0.888,-0.286,0.352
208.851,0.904,-0.21,0.322
208.900856,0.93,-0.262,0.342
208.950904,0.944,-0.26,0.316
209.000952,0.984,-0.24,0.332
209.051,0.936,-0.248,0.338
209.101856,0.872,-0.232,0.334
209.151904,0.834,-0.232,0.316
209.201952,0.746,-0.252,0.326
209.252,0.792,-0.262,0.3
209.301856,1.006,-0.27,0.288
209.351904,0.922,-0.146,0.196
209.401952,0.986,-0.222,0.23
209.452,0.932,-0.184,0.19
209.501856,0.884,-0.19,0.18
209.551904,0.906,-0.248,0.158
209.601952,0.992,-0.226,0.152
209.652,0.9,-0.246,0.152
209.701856,0.894,-0.296,0.176
209.751904,0.916,-0.294,0.176
209.801952,0.9,-0.278,0.152
209.852,0.88,-0.314,0.16
209.901856,0.89,-0.326,0.132
209.951904,0.916,-0.338,0.12
210.001952,0.914,-0.304,0.168
210.052,1.156,-0.304,0.156
210.102856,0.814,-0.198,0.246
210.152904,0.89,-0.284,0.4
210.202952,0.994,-0.166,0.364
210.253,0.882,0.05,0.422
210.302856,0.954,-0.322,0.38
210.352904,0.916,-0.326,0.408
210.402952,0.764,-0.23,0.392
210.453,0.712,-0.238,0.4
210.702856,0.718,-0.288,0.322
210.752904,0.82,-0.342,0.344
210.802952,0.932,-0.384,0.338
210.853,0.89,-0.354,0.326
211.103856,0.866,-0.28,0.2
211.153904,0.846,-0.168,0.216
211.203952,0.936,-0.248,0.224
211.254,0.978,-0.246,0.192
211.303856,0.992,-0.322,0.246
211.353904,0.93,-0.268,0.302
211.403952,0.874,-0.174,0.284
211.454,0.878,-0.156,0.24
211.503856,0.904,-0.216,0.238
211.553904,0.898,-0.21,0.262
211.603952,0.866,-0.264,0.3
211.654,0.852,-0.224,0.294
211.703856,0.88,-0.264,0.288
211.753904,0.882,-0.274,0.286
211.803952,0.89,-0.286,0.294
211.854,0.872,-0.288,0.302
211.903856,0.884,-0.28,0.316
211.953904,0.896,-0.282,0.31
212.003952,0.904,-0.276,0.306
212.054,0.888,-0.27,0.29
212.104856,0.92,-0.254,0.294
212.154904,0.898,-0.254,0.312
212.204952,0.898,-0.238,0.306
212.255,0.922,-0.214,0.294
212.304856,0.884,-0.21,0.286
212.354904,0.89,-0.204,0.274
212.404952,0.904,-0.208,0.272
212.455,0.878,-0.21,0.286
212.504856,0.894,-0.206,0.28
212.554904,0.894,-0.224,0.278
212.604952,0.904,-0.214,0.28
212.655,0.896,-0.23,0.28
212.704856,0.894,-0.224,0.278
212.754904,0.892,-0.206,0.246
212.804952,0.894,-0.236,0.27
212.855,0.896,-0.226,0.272
212.904856,0.882,-0.224,0.268
212.954904,0.916,-0.224,0.264
213.004952,0.904,-0.23,0.272
213.055,0.908,-0.206,0.274
213.105856,0.894,-0.222,0.268
213.155904,0.882,-0.198,0.27
213.205952,0.88,-0.24,0.27
213.256,0.884,-0.236,0.278
213.305856,0.898,-0.238,0.28
213.355904,0.896,-0.254,0.276
213.405952,0.906,-0.246,0.288
213.456,0.898,-0.238,0.294
213.505856,0.89,-0.232,0.288
213.555904,0.884,-0.246,0.286
213.605952,0.894,-0.224,0.276
213.656,0.89,-0.206,0.27
213.705856,0.9,-0.222,0.27
213.755904,0.89,-0.224,0.268
213.805952,0.898,-0.22,0.276
213.856,0.904,-0.206,0.278
213.905856,0.898,-0.22,0.268
213.955904,0.91,-0.22,0.28
214.005952,0.894,-0.216,0.276
214.056,0.912,-0.21,0.286
214.105856,0.9,-0.224,0.278
214.155904,0.904,-0.23,0.274
214.205952,0.91,-0.23,0.27
214.256,0.9,-0.23,0.268
214.306856,0.898,-0.216,0.276
214.356904,0.884,-0.21,0.248
214.406952,0.89,-0.222,0.28
214.457,0.904,-0.232,0.27
214.506856,0.882,-0.23,0.296
214.556904,0.898,-0.232,0.27
214.606952,0.898,-0.236,0.284
214.657,0.884,-0.238,0.272
214.706856,0.906,-0.232,0.296
214.756904,0.894,-0.232,0.288
214.806952,0.898,-0.224,0.284
214.857,0.89,-0.22,0.264
214.906856,0.89,-0.206,0.27
214.956904,0.898,-0.222,0.278
215.006952,0.898,-0.24,0.272
215.057,0.896,-0.232,0.258
215.106856,0.898,-0.23,0.272
215.156904,0.896,-0.224,0.294
215.206952,0.91,-0.238,0.28
215.257,0.89,-0.206,0.284
215.307856,0.906,-0.23,0.284
215.357904,0.9,-0.24,0.28
215.407952,0.89,-0.222,0.284
215.458,0.894,-0.242,0.278
215.507856,0.89,-0.216,0.282
215.557904,0.898,-0.236,0.27
215.607952,0.878,-0.236,0.29
215.658,0.896,-0.24,0.28
215.707856,0.884,-0.226,0.288
215.757904,0.9,-0.236,0.284
215.807952,0.896,-0.224,0.274
215.858,0.906,-0.236,0.288
215.907856,0.89,-0.23,0.274
215.957904,0.888,-0.236,0.274
216.007952,0.89,-0.238,0.28
216.058,0.89,-0.22,0.288
216.107856,0.9,-0.236,0.276
216.157904,0.9,-0.236,0.28
216.207952,0.9,-0.232,0.288
216.258,0.884,-0.24,0.264
216.308856,0.898,-0.23,0.27
216.358904,0.882,-0.22,0.284
216.408952,0.896,-0.23,0.274
216.459,0.872,-0.208,0.274
216.508856,0.904,-0.234,0.286
216.558904,0.89,-0.216,0.3
216.608952,0.882,-0.216,0.28
216.659,0.89,-0.23,0.28
216.908856,0.9,-0.242,0.294
216.958904,0.894,-0.226,0.284
217.008952,0.898,-0.23,0.29
217.059,0.884,-0.236,0.286
217.108856,0.898,-0.23,0.278
217.158904,0.878,-0.218,0.28
217.208952,0.9,-0.24,0.286
217.259,0.89,-0.224,0.296
217.309856,0.912,-0.248,0.286
217.359904,0.89,-0.224,0.288
217.409952,0.906,-0.224,0.274
217.46,0.894,-0.216,0.28
217.509856,0.894,-0.23,0.278
217.559904,0.882,-0.208,0.276
217.609952,0.894,-0.23,0.27
217.66,0.784,-0.23,0.254
217.709856,0.894,-0.238,0.302
217.759904,0.89,-0.242,0.278
217.809952,0.898,-0.24,0.294
217.86,0.898,-0.248,0.294
218.109856,0.922,-0.226,0.286
218.159904,0.916,-0.21,0.268
218.209952,0.872,-0.206,0.262
218.26,0.886,-0.22,0.242
218.710856,1.15,-0.304,0.304
218.760904,0.898,-0.136,0.396
218.810952,0.754,-0.23,0.398
218.861,0.784,-0.294,0.344
218.910856,0.73,-0.214,0.382
218.960904,0.734,-0.262,0.35
219.010952,0.682,-0.238,0.326
219.061,0.688,-0.294,0.416
219.110856,0.804,-0.334,0.446
219.160904,0.92,-0.558,0.614
219.210952,1.07,-0.624,0.67
219.261,1.018,-0.48,0.524
219.310856,0.888,-0.376,0.508
219.360904,1.034,-0.56,0.376
219.410952,0.984,-0.478,0.436
219.461,0.946,-0.386,0.242
219.511856,0.744,-0.264,0.226
219.561904,0.478,-0.518,-0.09
219.611952,0.468,-0.308,0.014
219.662,0.45,-0.206,-0.062
219.711856,0.712,-0.254,-0.138
219.761904,0.868,-0.184,-0.146
219.811952,0.69,-0.04,-0.094
219.862,1.188,-0.134,0.15
219.911856,0.804,-0.16,0.26
219.961904,1.022,-0.006,0.076
220.011952,1.16,0.066,0.318
220.062,1.258,-0.224,0.146
220.111856,1.072,-0.03,0.318
220.161904,1.0,-0.216,0.262
220.211952,0.984,-0.216,0.27
220.262,0.946,-0.166,0.144
220.311856,0.986,-0.224,0.092
220.361904,1.006,-0.126,0.048
220.411952,1.008,-0.168,0.06
220.462,1.144,-0.134,0.07
220.712856,0.832,-0.032,0.076
220.762904,0.842,-0.07,-0.058
220.812952,0.878,-0.006,-0.016
220.863,0.818,-0.16,-0.074
220.912856,0.874,-0.122,0.004
220.962904,0.958,-0.102,-0.064
221.012952,0.922,-0.11,-0.026
221.063,0.98,-0.158,0.006
221.112856,0.824,-0.126,-0.004
221.162904,1.002,-0.114,-0.05
221.212952,1.006,-0.208,-0.098
221.312856,1.04,-0.136,0.014
221.362904,1.092,-0.108,0.024
221.412952,0.99,-0.174,-0.03
221.463,0.89,-0.126,-0.032
221.513856,0.936,-0.146,-0.048
221.563904,0.814,-0.114,-0.052
221.613952,0.856,-0.088,-0.098
221.664,0.888,-0.09,-0.094
221.713856,0.89,-0.07,-0.048
221.763904,0.9,-0.048,-0.05
221.813952,0.962,-0.13,-0.058
221.864,0.958,-0.106,-0.064
221.913856,0.904,-0.092,-0.024
221.963904,0.922,-0.098,-0.036
222.013952,0.924,-0.146,-0.016
222.064,0.91,-0.102,-0.034
222.113856,0.912,-0.114,-0.104
222.163904,0.888,-0.086,-0.034
222.213952,0.898,-0.096,-0.026
222.264,0.912,-0.112,-0.042
222.313856,0.964,-0.066,-0.036
222.363904,1.04,-0.038,-0.05
222.413952,1.098,-0.088,-0.014
222.464,1.206,-0.012,-0.002
222.514856,1.252,-0.046,0.046
222.564904,1.2,-0.102,0.104
222.614952,1.16,-0.086,0.078
222.665,1.078,-0.13,0.094
222.714856,1.048,-0.134,0.084
222.764904,0.978,-0.11,0.038
222.814952,0.918,-0.158,0.136
222.865,0.862,-0.108,0.082
222.914856,0.87,-0.04,0.15
222.964904,0.808,-0.076,0.14
223.014952,0.75,-0.088,0.222
223.065,0.756,-0.11,0.248
223.114856,0.676,-0.102,0.208
223.164904,0.818,-0.136,0.23
223.214952,0.952,-0.166,0.248
223.265,0.914,-0.142,0.24
223.314856,0.908,-0.12,0.288
223.364904,0.82,-0.19,0.344
223.414952,0.82,-0.088,0.304
223.465,0.834,-0.12,0.384
223.515856,0.8,-0.116,0.316
223.565904,0.82,-0.146,0.384
223.615952,0.866,-0.194,0.358
223.666,0.872,-0.176,0.35
223.715856,0.858,-0.166,0.334
223.765904,0.846,-0.178,0.3
223.815952,0.856,-0.282,0.348
223.866,0.872,-0.194,0.344
223.915856,0.84,-0.28,0.438
223.965904,0.872,-0.198,0.384
224.015952,0.74,-0.294,0.358
224.066,0.818,-0.384,0.446
224.115856,0.8,-0.294,0.38
224.165904,0.754,-0.342,0.422
224.215952,0.808,-0.312,0.422
224.266,0.826,-0.304,0.392
224.315856,0.832,-0.302,0.368
224.365904,0.832,-0.288,0.358
224.415952,0.882,-0.276,0.326
224.466,0.904,-0.252,0.326
224.515856,0.872,-0.24,0.328
224.565904,0.912,-0.29,0.304
224.615952,0.9,-0.28,0.304
224.666,0.92,-0.232,0.32
224.916856,0.896,-0.192,0.262
224.966904,0.882,-0.216,0.274
225.016952,0.884,-0.23,0.28
225.067,0.89,-0.24,0.272
225.116856,0.888,-0.238,0.278
225.166904,0.898,-0.224,0.272
225.216952,0.89,-0.232,0.29
225.267,0.9,-0.232,0.302
225.316856,0.898,-0.236,0.29
225.366904,0.9,-0.226,0.292
225.416952,0.898,-0.232,0.284
225.467,0.9,-0.224,0.27
225.516856,0.9,-0.224,0.278
225.566904,0.896,-0.206,0.274
225.616952,0.9,-0.224,0.264
225.667,0.904,-0.21,0.262
225.716856,0.896,-0.222,0.264
225.766904,0.898,-0.216,0.262
225.816952,0.912,-0.23,0.27
225.867,0.896,-0.23,0.286
225.917856,0.874,-0.198,0.264
225.967904,0.894,-0.232,0.278
226.017952,0.904,-0.224,0.27
226.068,0.906,-0.23,0.27
226.117856,0.898,-0.208,0.27
226.167904,0.896,-0.216,0.268
226.217952,0.912,-0.216,0.28
226.268,0.89,-0.2,0.264
226.317856,0.904,-0.216,0.28
226.367904,0.898,-0.216,0.268
226.417952,0.89,-0.206,0.27
226.468,0.898,-0.224,0.268
226.517856,0.904,-0.22,0.28
226.567904,0.88,-0.21,0.254
226.617952,0.904,-0.226,0.28
226.668,0.894,-0.224,0.27
226.717856,0.894,-0.23,0.28
226.767904,0.898,-0.212,0.284
226.817952,0.898,-0.208,0.284
226.868,0.904,-0.216,0.272
226.918856,0.898,-0.222,0.28
226.968904,0.91,-0.216,0.286
227.018952,0.894,-0.214,0.278
227.069,0.898,-0.216,0.254
227.118856,0.894,-0.214,0.27
227.168904,0.912,-0.214,0.268
227.218952,0.906,-0.224,0.254
227.269,0.906,-0.216,0.268
227.318856,0.912,-0.206,0.238
227.368904,0.898,-0.224,0.248
227.418952,0.894,-0.252,0.254
227.469,0.856,-0.23,0.316
227.518856,0.776,-0.328,0.3
227.568904,0.68,-0.316,0.35
227.618952,0.398,-0.216,0.348
227.669,0.67,-0.32,0.288
227.718856,0.826,-0.354,0.288
227.768904,0.744,-0.132,0.262
227.818952,0.85,-0.094,0.264
227.869,0.826,-0.076,0.238
227.919856,0.806,-0.028,0.28
227.969904,0.862,0.094,0.176
228.019952,0.8,-0.006,0.172
228.07,1.082,0.112,0.224
228.119856,1.086,-0.02,0.206
228.169904,0.986,-0.04,0.2
228.219952,0.874,-0.086,0.326
228.27,1.104,-0.144,0.336
228.319856,0.96,-0.23,0.318
228.369904,1.01,-0.03,0.334
228.419952,0.844,-0.044,0.36
228.47,1.064,-0.086,0.288
228.519856,0.986,-0.014,0.178
228.569904,0.99,-0.062,0.206
228.619952,0.994,-0.004,0.15
228.67,0.836,0.004,0.246
228.719856,0.962,-0.062,0.284
228.769904,0.872,-0.062,0.286
228.819952,1.156,0.01,0.21
228.87,1.166,-0.114,0.236
228.920856,0.864,0.09,0.24
228.970904,0.888,-0.018,0.142
229.020952,0.946,-0.024,0.112
229.071,0.948,-0.072,0.03
229.120856,1.214,0.194,-0.08
229.170904,0.948,-0.226,0.416
229.220952,1.104,-0.092,0.216
229.271,0.954,0.064,0.14
229.320856,0.936,0.01,0.062
229.370904,0.92,0.016,0.136
229.420952,0.968,-0.142,0.08
229.471,0.922,-0.094,0.078
229.520856,0.922,0.032,0.07
229.570904,0.872,-0.078,0.03
229.620952,0.898,-0.11,0.04
229.671,0.932,-0.03,0.088
229.720856,1.076,0.072,0.168
229.770904,0.952,0.056,0.056
229.820952,0.894,-0.048,-0.002
229.871,0.954,0.032,0.088
229.920856,0.964,-0.044,0.07
229.970904,0.944,-0.064,0.048
230.020952,0.926,0.012,0.022
230.071,0.942,0.04,0.014
230.121856,0.954,-0.03,0.024
230.171904,0.946,0.008,0.024
230.221952,0.95,-0.056,0.014
230.272,0.942,-0.03,0.006
230.321856,0.904,0.03,-0.002
230.371904,0.932,-0.014,0.012
230.421952,0.932,-0.03,0.02
230.472,0.912,-0.038,-0.002
230.521856,0.932,-0.04,-0.014
230.571904,0.948,-0.014,-0.002
230.621952,0.948,-0.044,0.006
230.672,0.946,-0.006,0.002
230.721856,0.932,-0.054,0.008
230.771904,0.928,-0.03,0.004
230.821952,0.946,-0.034,-0.008
230.872,0.952,-0.062,0.014
230.921856,0.944,-0.054,0.006
230.971904,0.916,-0.014,-0.032
231.021952,0.932,-0.056,-0.008
231.072,0.932,-0.042,0.006
231.122856,0.924,-0.108,-0.002
231.172904,0.952,-0.072,0.024
231.222952,0.952,-0.056,0.012
231.273,0.926,0.064,-0.024
231.322856,0.922,-0.048,-0.002
231.372904,0.922,-0.024,-0.016
231.422952,0.928,-0.056,-0.004
231.473,0.938,-0.048,0.006
231.522856,0.92,-0.04,0.006
231.572904,0.936,0.002,-0.016
231.622952,0.928,-0.034,0.006
231.673,0.94,-0.102,0.016
231.722856,0.96,0.018,-0.03
231.772904,0.912,-0.028,0.012
231.822952,0.964,-0.072,-0.04
231.873,0.922,-0.006,0.014
231.922856,0.894,0.034,-0.018
231.972904,0.922,0.062,-0.09
232.022952,1.096,-0.108,0.028
232.073,1.178,-0.174,0.15
232.123856,1.448,-0.108,0.542
232.173904,1.296,0.116,0.424
232.223952,1.266,0.024,-0.222
232.274,1.154,0.114,-0.312
232.323856,0.928,0.164,-0.146
232.373904,1.088,-0.142,0.112
232.423952,0.96,0.05,0.236
232.474,0.892,0.078,0.174
232.523856,0.984,-0.142,0.15
232.573904,0.992,-0.014,0.242
232.623952,0.936,-0.058,0.176
232.674,0.862,-0.086,0.274
232.723856,0.862,-0.082,0.166
232.773904,0.872,-0.142,0.174
232.823952,0.866,-0.056,0.142
232.874,0.808,0.008,0.158
232.923856,0.766,0.01,0.176
232.973904,0.762,-0.002,0.146
233.023952,0.736,-0.024,0.152
233.074,0.802,-0.024,0.168
233.124856,0.92,-0.04,0.144
233.174904,0.834,-0.078,0.23
233.224952,0.794,-0.124,0.278
233.275,0.858,-0.062,0.286
233.324856,0.808,0.008,0.278
233.374904,0.85,-0.078,0.272
233.424952,0.866,-0.086,0.28
233.475,0.872,-0.156,0.304
233.524856,0.896,-0.164,0.304
233.574904,0.84,-0.15,0.332
233.624952,0.814,-0.192,0.348
233.675,0.814,-0.184,0.348
233.724856,0.902,-0.184,0.364
233.774904,0.928,-0.176,0.254
233.824952,0.89,-0.198,0.334
233.875,0.954,-0.222,0.304
233.924856,0.962,-0.294,0.232
233.974904,0.968,-0.254,0.276
234.024952,0.868,-0.208,0.252
234.075,0.81,-0.312,0.268
234.125856,0.84,-0.28,0.28
234.175904,0.918,-0.206,0.274
234.225952,0.928,-0.246,0.296
234.276,0.89,-0.246,0.312
234.325856,0.912,-0.272,0.302
234.375904,0.88,-0.27,0.286
234.425952,0.884,-0.268,0.304
234.476,0.888,-0.274,0.296
234.525856,0.89,-0.262,0.312
234.575904,0.896,-0.246,0.292
234.625952,0.884,-0.252,0.312
234.676,0.884,-0.27,0.306
234.725856,0.88,-0.254,0.308
234.775904,0.89,-0.278,0.294
234.825952,0.912,-0.268,0.284
234.876,0.888,-0.258,0.272
234.925856,0.888,-0.262,0.262
234.975904,0.89,-0.248,0.27
235.025952,0.89,-0.246,0.264
235.076,0.882,-0.246,0.268
235.125856,0.882,-0.236,0.272
235.175904,0.9,-0.254,0.27
235.225952,0.884,-0.238,0.286
235.276,0.894,-0.254,0.264
235.326856,0.906,-0.254,0.268
235.376904,0.88,-0.238,0.248
235.426952,0.894,-0.246,0.248
235.477,0.898,-0.23,0.254
235.526856,0.912,-0.246,0.254
235.576904,0.91,-0.24,0.24
235.626952,0.9,-0.24,0.248
235.677,0.898,-0.224,0.24
235.726856,0.898,-0.23,0.246
235.776904,0.89,-0.222,0.222
235.826952,0.9,-0.242,0.254
235.877,0.884,-0.262,0.252
235.926856,0.872,-0.24,0.254
235.976904,0.912,-0.264,0.252
236.026952,0.882,-0.27,0.272
236.077,0.898,-0.252,0.268
236.126856,0.894,-0.236,0.248
236.176904,0.898,-0.248,0.262
236.226952,0.896,-0.24,0.248
236.277,0.882,-0.226,0.272
236.327856,0.904,-0.238,0.262
236.377904,0.898,-0.24,0.254
236.427952,0.89,-0.24,0.258
236.478,0.898,-0.24,0.258
236.527856,0.898,-0.254,0.254
236.577904,0.904,-0.25,0.268
236.627952,0.896,-0.238,0.268
236.678,0.898,-0.254,0.258
236.727856,0.906,-0.238,0.274
236.777904,0.89,-0.246,0.252
236.827952,0.898,-0.23,0.262
236.878,0.898,-0.254,0.264
236.927856,0.898,-0.248,0.254
236.977904,0.896,-0.248,0.27
237.027952,0.898,-0.252,0.25
237.078,0.894,-0.254,0.27
237.127856,0.882,-0.252,0.252
237.177904,0.89,-0.248,0.258
237.227952,0.894,-0.252,0.254
237.278,0.904,-0.252,0.268
237.328856,0.896,-0.238,0.254
237.378904,0.89,-0.226,0.244
237.428952,0.9,-0.246,0.254
237.479,0.89,-0.224,0.264
237.528856,0.912,-0.248,0.23
237.578904,0.926,-0.232,0.242
237.628952,0.898,-0.192,0.224
237.679,1.014,-0.224,0.2
237.728856,1.084,-0.062,0.072
237.778904,0.878,-0.242,0.006
237.828952,0.962,-0.184,-0.05
237.879,0.944,-0.152,-0.072
238.329856,0.714,-0.294,0.178
238.379904,0.778,-0.288,0.198
238.429952,0.898,-0.344,0.27
238.48,0.898,-0.336,0.27
238.529856,0.81,-0.358,0.366
238.579904,0.948,-0.334,0.334
238.629952,1.168,-0.59,0.304
238.68,0.954,-0.45,0.426
238.729856,0.84,-0.632,0.398
238.779904,0.66,-0.516,0.438
238.829952,0.648,-0.564,0.406
238.88,0.716,-0.582,0.414
238.929856,0.8,-0.562,0.398
238.979904,0.834,-0.59,0.396
239.029952,0.84,-0.518,0.406
239.08,0.82,-0.436,0.406
239.129856,0.882,-0.328,0.39
239.179904,0.904,-0.28,0.382
239.229952,0.872,-0.27,0.338
239.28,0.844,-0.35,0.352
239.330856,0.656,-0.39,0.422
239.380904,0.712,-0.408,0.412
239.430952,0.938,-0.326,0.344
239.481,0.848,-0.358,0.312
239.530856,0.864,-0.408,0.28
239.580904,0.852,-0.302,0.288
239.630952,0.77,-0.274,0.16
239.681,0.738,-0.232,0.196
239.730856,0.802,-0.208,0.178
239.780904,0.826,-0.174,0.078
239.830952,0.88,-0.206,0.006
239.881,0.88,-0.302,-0.05
239.930856,0.922,-0.162,-0.05
239.980904,1.182,-0.168,-0.122
240.030952,0.804,-0.166,-0.072
240.081,0.784,-0.318,0.038
240.130856,0.75,-0.126,0.056
240.180904,0.812,-0.294,0.262
240.230952,0.912,-0.166,0.238
240.281,1.044,-0.268,0.406
240.330856,0.836,-0.376,0.304
240.380904,1.002,-0.588,0.574
240.430952,0.876,-0.56,0.48
240.481,0.784,-0.574,0.422
240.531856,0.738,-0.55,0.518
240.581904,1.106,-1.062,1.216
240.631952,0.498,-0.206,0.7
240.682,0.49,-0.456,0.716
240.731856,0.5,-0.614,0.828
240.781904,0.358,-0.466,0.654
240.831952,0.734,-0.128,0.968
240.882,0.794,-0.702,1.104
241.131856,0.526,-0.128,0.728
241.181904,0.41,-0.142,0.77
241.231952,0.562,-0.514,0.888
241.282,0.544,-0.352,0.69
241.331856,0.61,-0.248,0.734
241.381904,0.724,-0.364,0.782
241.431952,0.704,-0.23,0.624
241.482,0.65,-0.176,0.748
241.532856,0.656,-0.262,0.816
241.582904,0.61,-0.286,0.718
241.632952,0.602,-0.312,0.796
241.683,0.584,-0.364,0.808
241.732856,0.56,-0.242,0.832
241.782904,0.57,-0.304,0.83
241.832952,0.552,-0.274,0.784
241.883,0.562,-0.222,0.832
