t,x,y,z
337.717904,0.286,0.224,0.846
337.767952,0.294,0.216,0.834
337.818,0.304,0.218,0.842
337.867856,0.302,0.24,0.848
337.917904,0.316,0.228,0.848
337.967952,0.296,0.232,0.826
338.018,0.312,0.226,0.832
338.067856,0.31,0.242,0.852
338.117904,0.318,0.232,0.866
338.167952,0.326,0.25,0.896
338.218,0.344,0.238,0.912
338.267856,0.364,0.224,0.928
338.317904,0.376,0.218,0.93
338.367952,0.408,0.202,0.964
338.418,0.4,0.2,0.99
338.467856,0.384,0.216,1.026
338.517904,0.36,0.178,1.024
338.567952,0.28,0.176,0.994
338.618,0.23,0.178,1.028
338.668856,0.208,0.176,0.986
338.718904,0.236,0.194,0.928
338.768952,0.162,0.2,0.928
338.819,0.238,0.162,0.922
338.868856,0.214,0.168,0.872
338.918904,0.224,0.16,0.842
338.968952,0.248,0.104,0.744
339.019,0.312,0.08,0.724
339.068856,0.354,0.072,0.736
339.118904,0.344,0.05,0.738
339.168952,0.354,-0.038,0.618
339.219,0.334,-0.086,0.548
339.268856,0.366,-0.064,0.502
339.318904,0.464,-0.048,0.574
339.368952,0.572,-0.048,0.712
339.419,0.67,-0.112,0.8
339.468856,0.718,-0.182,0.882
339.518904,0.686,-0.16,0.898
339.568952,0.558,-0.336,0.954
339.619,0.334,-0.248,0.872
339.669856,0.694,0.036,0.736
339.719904,0.614,0.048,0.72
339.769952,0.526,0.072,0.676
339.82,0.51,0.08,0.672
339.869856,0.568,-0.03,0.698
339.919904,0.702,-0.042,0.714
339.969952,0.638,-0.066,0.672
340.02,0.594,-0.062,0.648
340.069856,0.62,-0.012,0.61
340.119904,0.674,0.024,0.61
340.169952,0.662,-0.016,0.686
340.22,0.638,-0.048,0.706
340.269856,0.638,-0.012,0.744
340.319904,0.664,-0.056,0.756
340.369952,0.624,-0.028,0.758
340.42,0.496,-0.06,0.794
340.469856,0.434,-0.072,0.848
340.519904,0.562,-0.04,0.798
340.569952,0.524,-0.024,0.648
340.62,0.486,-0.078,0.8
340.670856,0.508,-0.062,0.808
340.720904,0.518,-0.062,0.816
340.770952,0.472,-0.054,0.784
340.821,0.482,-0.072,0.824
340.870856,0.48,-0.07,0.808
340.920904,0.482,-0.07,0.824
340.970952,0.472,-0.066,0.8
341.021,0.494,-0.056,0.788
341.070856,0.494,-0.072,0.8
341.120904,0.518,-0.07,0.792
341.170952,0.52,-0.062,0.794
341.221,0.51,-0.062,0.8
341.270856,0.504,-0.062,0.808
341.320904,0.52,-0.062,0.814
341.370952,0.514,-0.082,0.808
341.421,0.528,-0.084,0.8
341.470856,0.528,-0.078,0.808
341.520904,0.496,-0.082,0.814
341.570952,0.486,-0.07,0.824
341.621,0.482,-0.088,0.818
341.671856,0.462,-0.076,0.804
341.721904,0.456,-0.08,0.818
341.771952,0.46,-0.078,0.818
341.822,0.466,-0.08,0.818
341.871856,0.466,-0.082,0.82
341.921904,0.472,-0.096,0.81
341.971952,0.478,-0.104,0.824
342.022,0.466,-0.088,0.82
342.071856,0.476,-0.08,0.826
342.121904,0.464,-0.086,0.818
342.171952,0.454,-0.08,0.818
342.222,0.464,-0.088,0.82
342.271856,0.456,-0.084,0.818
342.321904,0.472,-0.102,0.82
342.371952,0.472,-0.096,0.816
342.422,0.476,-0.096,0.818
342.471856,0.476,-0.092,0.828
342.521904,0.47,-0.088,0.83
342.571952,0.472,-0.088,0.826
342.622,0.472,-0.08,0.832
342.671856,0.48,-0.092,0.818
342.721904,0.478,-0.096,0.832
342.771952,0.466,-0.088,0.82
342.822,0.472,-0.072,0.832
342.872856,0.454,-0.068,0.82
342.922904,0.446,-0.038,0.834
342.972952,0.422,-0.016,0.838
343.023,0.408,0.014,0.872
343.072856,0.382,0.018,0.85
343.122904,0.4,0.032,0.816
343.172952,0.368,0.008,0.82
343.223,0.366,0.052,0.786
343.272856,0.37,0.09,0.788
343.322904,0.414,0.08,0.922
343.372952,0.358,0.032,0.926
343.423,0.294,0.008,0.848
343.472856,0.358,0.018,0.848
343.522904,0.206,-0.048,0.878
343.572952,0.22,-0.03,0.776
343.623,0.33,0.016,0.686
343.873856,0.078,0.332,1.002
343.923904,0.24,0.178,0.832
343.973952,0.418,0.194,0.75
344.024,0.478,0.228,0.676
344.073856,0.492,0.258,0.714
344.123904,0.454,0.308,0.728
344.173952,0.39,0.29,0.688
344.224,0.336,0.248,0.612
344.273856,0.332,0.222,0.594
344.323904,0.326,0.196,0.642
344.373952,0.352,0.18,0.696
344.424,0.37,0.212,0.82
344.874856,0.268,0.134,0.88
344.924904,0.166,0.32,0.922
344.974952,-0.1,0.232,0.836
345.025,0.304,0.09,1.038
345.074856,0.178,-0.004,1.114
345.124904,0.44,0.126,0.994
345.174952,0.184,0.244,0.986
345.225,0.248,0.18,0.926
345.274856,0.022,0.034,0.976
345.324904,0.238,0.05,0.864
345.374952,0.486,0.112,0.814
345.425,0.518,0.064,0.806
345.474856,0.24,0.066,0.826
345.524904,0.22,0.058,0.842
345.574952,0.144,0.06,0.88
345.625,0.262,0.088,0.89
349.278856,0.21,0.2,0.784
349.328904,0.27,0.2,0.85
349.378952,0.296,0.212,0.874
349.429,0.326,0.192,0.928
349.478856,0.386,0.154,0.962
349.528904,0.158,0.114,0.994
349.578952,0.344,0.08,0.946
349.629,0.38,0.082,0.862
349.678856,0.422,0.064,0.832
349.728904,0.408,0.052,0.794
349.778952,0.398,0.072,0.762
349.829,0.414,0.05,0.702
350.079856,0.56,0.148,0.912
350.129904,0.432,0.106,0.82
350.179952,0.45,0.092,0.778
350.23,0.432,0.088,0.712
350.279856,0.466,0.108,0.632
350.329904,0.498,0.05,0.64
350.379952,0.48,-0.008,0.648
350.43,0.53,-0.102,0.724
350.479856,0.62,-0.248,0.76
350.529904,0.742,-0.432,0.9
350.579952,0.45,-0.992,1.408
350.63,0.364,-0.364,0.904
350.679856,0.448,-0.128,0.784
350.729904,0.376,-0.094,0.88
350.779952,0.39,-0.06,0.858
350.83,0.494,-0.06,0.784
350.879856,0.46,-0.076,0.788
350.929904,0.424,-0.088,0.81
350.979952,0.372,-0.128,0.8
351.03,0.422,-0.182,0.8
351.080856,0.448,-0.214,0.81
351.130904,0.476,-0.28,0.832
351.180952,0.488,-0.286,0.846
351.231,0.576,-0.302,0.848
351.280856,0.494,-0.23,0.826
351.330904,0.48,-0.158,0.846
351.380952,0.448,-0.14,0.82
351.431,0.48,-0.134,0.816
351.480856,0.518,-0.148,0.784
351.530904,0.552,-0.16,0.752
351.580952,0.586,-0.174,0.8
351.631,0.542,-0.142,0.91
351.680856,0.444,-0.078,1.032
351.730904,0.504,-0.078,1.112
351.780952,0.496,-0.086,1.066
351.831,0.614,-0.064,0.826
351.880856,0.47,-0.172,0.626
351.930904,0.496,-0.188,0.36
351.980952,0.592,-0.014,0.208
352.031,0.604,0.144,0.186
352.080856,0.598,0.132,0.33
352.130904,0.656,0.176,0.466
352.180952,0.62,0.238,0.674
352.231,1.084,-0.03,1.754
352.281856,0.482,-0.432,1.028
352.331904,0.046,-0.188,0.994
352.381952,0.238,-0.142,1.006
352.432,0.416,0.002,0.754
352.681856,0.4,-0.142,0.81
352.731904,0.648,-0.118,0.794
352.781952,0.508,-0.088,0.73
352.832,0.6,-0.056,0.688
352.881856,0.49,-0.06,0.722
352.931904,0.646,-0.134,0.656
352.981952,0.704,-0.148,0.658
353.032,0.674,-0.114,0.634
353.081856,0.71,-0.056,0.602
353.131904,0.654,-0.03,0.672
353.181952,0.656,0.02,0.872
353.232,0.44,0.018,0.784
353.282856,0.344,-0.03,0.846
353.332904,0.318,-0.032,0.89
353.382952,0.446,-0.056,0.818
353.433,0.486,-0.08,0.762
353.482856,0.59,-0.14,0.848
353.532904,0.48,-0.236,0.96
353.582952,0.398,-0.19,0.912
353.633,0.386,-0.12,0.89
353.682856,0.43,-0.054,0.85
353.732904,0.46,-0.022,0.81
353.782952,0.454,-0.03,0.802
353.833,0.432,-0.062,0.818
354.283856,0.448,-0.05,0.842
354.333904,0.438,-0.048,0.84
354.383952,0.432,-0.064,0.836
354.434,0.44,-0.052,0.834
354.683856,0.432,-0.012,0.808
354.733904,0.412,0.01,0.776
354.783952,0.372,0.024,0.702
354.834,0.376,0.09,0.744
354.883856,0.408,0.176,0.906
354.933904,0.304,0.25,0.89
354.983952,0.192,0.256,0.852
355.034,0.23,0.2,0.826
355.083856,0.16,0.148,0.692
355.133904,0.08,0.088,0.644
355.183952,0.274,0.25,0.562
355.234,0.222,0.16,0.8
355.284856,0.176,0.148,1.032
355.334904,0.272,0.264,0.936
355.384952,0.144,0.266,0.84
355.435,0.224,0.304,0.804
355.484856,0.152,0.296,0.804
355.534904,0.134,0.224,0.836
355.584952,0.284,0.238,0.592
355.635,0.176,0.2,0.668
355.884856,1.632,0.258,0.114
355.934904,1.456,0.13,0.016
355.984952,1.102,0.142,0.002
356.035,0.846,0.148,0.096
360.088856,1.074,0.032,0.002
360.138904,1.216,-0.096,0.032
360.188952,1.26,-0.126,-0.038
360.239,1.208,-0.302,0.122
360.489856,0.786,-0.088,0.132
360.539904,0.944,-0.012,0.342
360.589952,0.848,-0.14,0.43
360.64,0.808,-0.14,0.482
360.689856,0.732,-0.28,0.626
360.739904,0.406,0.244,0.57
360.789952,0.224,0.616,0.658
360.84,0.162,0.524,0.73
361.089856,-0.064,0.524,0.544
361.139904,0.184,0.388,0.498
361.189952,0.162,0.328,0.558
361.24,0.286,0.232,0.456
361.289856,0.312,0.162,0.496
361.339904,0.36,0.176,0.384
361.389952,0.464,0.122,0.272
361.44,1.08,-0.294,0.184
361.490856,1.246,-0.898,0.488
361.540904,1.294,-0.428,-0.06
361.590952,1.454,-0.286,-0.048
361.641,1.456,-0.304,-0.156
361.690856,0.892,-0.32,-0.206
361.740904,0.934,-0.476,-0.006
361.790952,0.752,-0.268,-0.112
361.841,0.844,-0.23,0.09
361.890856,0.736,-0.424,-0.016
361.940904,0.738,-0.568,-0.232
361.990952,0.718,-0.78,-0.616
362.041,0.658,-0.838,-0.736
362.090856,0.638,-0.882,-0.738
362.140904,0.6,-0.758,-0.568
362.190952,0.53,-0.614,-0.368
362.241,0.142,-0.736,-0.526
362.290856,0.312,-0.972,-0.502
362.340904,0.468,-0.814,-0.486
362.390952,0.518,-0.696,-0.408
362.441,0.582,-0.728,-0.45
362.490856,0.654,-0.792,-0.486
362.540904,0.594,-0.774,-0.544
362.590952,0.478,-0.718,-0.466
362.641,0.56,-0.696,-0.504
362.691856,0.582,-0.69,-0.544
362.741904,0.6,-0.706,-0.518
362.791952,0.55,-0.704,-0.498
362.842,0.518,-0.706,-0.492
362.891856,0.546,-0.704,-0.478
362.941904,0.608,-0.728,-0.48
362.991952,0.622,-0.71,-0.51
363.042,0.568,-0.696,-0.53
363.091856,0.498,-0.7,-0.52
363.141904,0.496,-0.718,-0.488
363.191952,0.542,-0.742,-0.474
363.242,0.568,-0.732,-0.472
363.291856,0.592,-0.7,-0.496
363.341904,0.594,-0.712,-0.504
363.391952,0.56,-0.702,-0.508
363.442,0.562,-0.704,-0.504
363.491856,0.536,-0.696,-0.486
363.541904,0.572,-0.718,-0.504
363.591952,0.574,-0.718,-0.488
363.642,0.558,-0.72,-0.494
363.692856,0.558,-0.706,-0.502
363.742904,0.56,-0.728,-0.496
363.792952,0.56,-0.716,-0.498
363.843,0.574,-0.712,-0.486
363.892856,0.566,-0.704,-0.496
363.942904,0.556,-0.71,-0.496
363.992952,0.562,-0.706,-0.504
364.043,0.572,-0.716,-0.492
364.092856,0.56,-0.704,-0.504
364.142904,0.566,-0.702,-0.498
364.192952,0.572,-0.708,-0.496
364.243,0.56,-0.716,-0.496
364.492856,0.558,-0.712,-0.496
364.542904,0.55,-0.716,-0.504
364.592952,0.56,-0.704,-0.496
364.643,0.56,-0.71,-0.502
364.693856,0.56,-0.7,-0.496
364.743904,0.56,-0.716,-0.494
364.793952,0.562,-0.71,-0.498
364.844,0.562,-0.718,-0.486
364.893856,0.574,-0.726,-0.496
364.943904,0.56,-0.718,-0.496
364.993952,0.576,-0.706,-0.494
365.044,0.56,-0.71,-0.504
365.493856,0.574,-0.704,-0.504
365.543904,0.566,-0.71,-0.502
365.593952,0.568,-0.704,-0.508
365.644,0.572,-0.7,-0.508
365.694856,0.56,-0.716,-0.504
365.744904,0.568,-0.71,-0.504
365.794952,0.56,-0.704,-0.486
365.845,0.582,-0.71,-0.51
365.894856,0.562,-0.71,-0.502
365.944904,0.568,-0.712,-0.508
365.994952,0.568,-0.706,-0.504
366.045,0.566,-0.71,-0.496
366.094856,0.556,-0.71,-0.504
366.144904,0.568,-0.696,-0.496
366.194952,0.566,-0.704,-0.508
366.245,0.56,-0.704,-0.504
366.294856,0.562,-0.71,-0.496
366.344904,0.572,-0.704,-0.492
366.394952,0.574,-0.7,-0.508
366.445,0.572,-0.71,-0.496
366.494856,0.552,-0.704,-0.496
366.544904,0.568,-0.704,-0.504
366.594952,0.562,-0.706,-0.494
366.645,0.566,-0.71,-0.496
366.695856,0.568,-0.702,-0.504
366.745904,0.58,-0.712,-0.488
366.795952,0.56,-0.688,-0.502
366.846,0.574,-0.702,-0.48
366.895856,0.59,-0.704,-0.518
366.945904,0.608,-0.674,-0.518
366.995952,0.566,-0.68,-0.502
367.046,0.544,-0.716,-0.528
367.095856,0.562,-0.71,-0.52
367.145904,0.542,-0.734,-0.508
367.195952,0.566,-0.718,-0.542
367.246,0.614,-0.656,-0.56
367.295856,0.614,-0.668,-0.576
367.345904,0.702,-0.582,-0.472
367.395952,0.856,-0.55,-0.424
367.446,0.838,-0.526,-0.286
368.296856,0.4,-0.806,0.61
368.346904,0.504,-0.774,0.414
368.396952,0.352,-0.93,0.208
368.447,0.744,-0.814,-0.014
368.897856,0.488,-0.334,-0.178
368.947904,0.39,-0.308,-0.192
368.997952,0.28,-0.734,-0.386
369.048,0.3,-1.912,-1.036
369.097856,0.07,-0.47,-1.208
369.147904,-0.138,-0.22,-0.724
369.197952,-0.18,-0.312,-0.984
369.248,-0.066,-0.416,-0.966
369.297856,0.028,-0.496,-0.914
369.347904,0.024,-0.556,-0.802
369.397952,-0.488,-0.92,-0.4
369.448,-0.094,-0.672,-0.796
369.497856,0.098,-0.56,-0.95
369.547904,0.142,-0.574,-0.92
369.597952,0.192,-0.38,-0.892
369.648,0.062,-0.23,-0.88
369.697856,0.014,-0.102,-0.882
369.747904,0.01,-0.056,-0.85
369.797952,0.062,0.03,-0.946
369.848,0.098,0.008,-0.918
370.899856,0.46,0.416,-0.678
370.949904,0.476,0.432,-0.672
370.999952,0.448,0.464,-0.68
371.05,0.456,0.456,-0.672
371.099856,0.43,0.444,-0.754
371.149904,0.45,0.442,-0.688
371.199952,0.448,0.436,-0.664
371.25,0.45,0.452,-0.67
371.299856,0.43,0.416,-0.678
371.349904,0.408,0.416,-0.664
371.399952,0.338,0.436,-0.624
371.45,0.298,0.482,-0.624
371.499856,0.328,0.474,-0.448
371.549904,0.486,0.624,-0.476
371.599952,0.818,0.652,-0.584
371.65,0.486,0.392,0.9
371.699856,1.664,-0.468,-0.344
371.749904,0.416,-0.086,-0.158
371.799952,0.928,0.04,-0.24
371.85,0.904,-0.14,-0.14
371.900856,0.888,-0.062,-0.304
371.950904,0.902,0.03,-0.28
372.000952,0.98,0.098,-0.322
372.051,0.924,0.128,-0.28
372.100856,0.904,0.144,-0.27
372.150904,0.91,0.122,-0.272
372.200952,0.908,0.128,-0.268
372.251,0.918,0.122,-0.262
372.300856,0.902,0.1,-0.272
372.350904,0.902,0.1,-0.272
372.400952,0.908,0.094,-0.28
372.451,0.904,0.092,-0.28
372.500856,0.87,0.098,-0.258
372.550904,0.91,0.1,-0.284
372.600952,0.912,0.098,-0.274
372.651,0.902,0.094,-0.282
372.700856,0.896,0.09,-0.27
372.750904,0.908,0.104,-0.278
372.800952,0.892,0.098,-0.28
372.851,0.91,0.1,-0.28
372.900856,0.904,0.104,-0.28
372.950904,0.912,0.094,-0.278
373.000952,0.902,0.08,-0.286
373.051,0.918,0.074,-0.274
374.302856,0.432,-0.024,0.946
374.352904,0.526,0.32,1.01
374.402952,0.24,0.2,1.008
374.453,-0.194,-0.006,0.956
375.102856,0.174,-0.152,-0.102
375.152904,0.048,-0.334,-0.318
375.202952,-0.186,-0.502,-0.344
375.253,-0.546,-0.7,-0.254
375.303856,-0.626,-0.836,-0.26
375.353904,-0.882,-0.752,-0.39
375.403952,-0.896,-0.59,-0.398
375.454,-0.808,-0.588,-0.39
375.503856,-0.842,-0.584,-0.23
375.553904,-0.878,-0.628,-0.176
375.603952,-0.906,-0.56,-0.176
375.654,-0.738,-0.704,-0.114
375.703856,-0.544,-0.772,0.038
375.753904,-0.606,-0.728,0.124
375.803952,-0.622,-0.752,0.208
375.854,-0.654,-0.748,0.194
375.903856,-0.7,-0.722,0.286
375.953904,-0.67,-0.712,0.268
376.003952,-0.682,-0.676,0.258
376.054,-0.692,-0.696,0.288
376.103856,-0.714,-0.672,0.226
376.153904,-0.762,-0.654,0.132
376.203952,-0.706,-0.654,0.042
376.254,-0.876,-0.742,-0.03
376.304856,-0.842,-0.718,-0.09
376.354904,-0.794,-0.72,-0.064
376.404952,-0.802,-0.696,-0.022
376.455,-0.69,-0.734,-0.006
376.504856,-0.688,-0.76,-0.024
376.554904,-0.686,-0.75,-0.028
376.604952,-0.756,-0.768,0.068
376.655,-0.858,-0.678,0.088
376.704856,-0.868,-0.64,0.08
376.754904,-0.792,-0.636,0.056
376.804952,-0.77,-0.668,0.098
376.855,-0.762,-0.704,0.114
376.904856,-0.738,-0.668,0.116
376.954904,-0.784,-0.646,0.098
377.004952,-0.784,-0.594,0.126
377.055,-0.794,-0.55,0.232
377.104856,-0.832,-0.488,0.296
377.154904,-0.8,-0.46,0.344
377.204952,-0.844,-0.466,0.36
377.255,-0.868,-0.472,0.304
377.305856,-0.852,-0.486,0.27
377.355904,-0.872,-0.476,0.24
377.405952,-0.872,-0.44,0.242
377.456,-0.862,-0.392,0.288
377.505856,-0.83,-0.38,0.298
377.555904,-0.776,-0.372,0.26
377.605952,-0.862,-0.358,0.318
377.656,-0.928,-0.288,0.292
377.705856,-0.942,-0.296,0.306
377.755904,-0.864,-0.296,0.266
377.805952,-0.926,-0.294,0.266
377.856,-0.944,-0.176,0.242
377.905856,-0.978,-0.114,0.242
377.955904,-0.944,-0.056,0.208
378.005952,-0.952,-0.034,0.218
378.056,-0.916,-0.022,0.16
378.105856,-0.976,0.014,0.16
378.155904,-0.928,0.062,0.128
378.205952,-0.938,0.026,0.176
378.256,-0.984,-0.028,0.202
378.305856,-0.968,0.04,0.144
378.355904,-0.968,0.066,0.142
378.405952,-0.944,0.1,0.136
378.456,-0.91,0.088,0.128
378.706856,-0.862,0.122,0.064
378.756904,-0.928,0.156,0.058
378.806952,-1.034,0.22,0.064
378.857,-0.904,0.122,0.078
378.906856,-0.938,0.08,0.078
378.956904,-0.952,0.092,0.074
379.006952,-1.008,0.12,0.098
379.057,-0.962,0.116,0.084
379.106856,-0.92,0.08,0.11
379.156904,-0.986,0.116,0.1
379.206952,-0.932,0.08,0.122
379.257,-0.962,0.074,0.09
379.306856,-0.96,0.014,0.04
379.356904,-0.986,-0.028,0.08
379.406952,-0.948,-0.14,0.168
379.457,-0.906,-0.136,0.138
379.507856,-0.928,-0.06,0.03
379.557904,-1.008,0.008,0.014
379.607952,-1.048,-0.032,0.09
379.658,-1.064,-0.012,0.098
379.707856,-0.852,-0.014,0.132
379.757904,-0.672,-0.124,0.152
379.807952,-0.994,-0.086,0.202
379.858,-0.92,-0.246,0.312
379.907856,-0.878,-0.254,0.154
379.957904,-0.984,-0.316,0.074
380.007952,-1.082,-0.348,0.082
380.058,-0.946,-0.504,0.146
380.107856,-0.928,-0.318,0.05
380.157904,-0.984,-0.342,0.126
380.207952,-0.862,-0.368,0.18
380.258,-0.898,-0.416,0.218
380.307856,-0.976,-0.386,0.226
380.357904,-0.748,-0.37,0.058
380.407952,-0.928,-0.44,0.048
380.458,-0.942,-0.432,0.062
380.508856,-0.948,-0.344,0.148
380.558904,-0.762,-0.392,0.164
380.608952,-0.898,-0.326,0.158
380.659,-0.962,-0.32,0.154
380.708856,-0.882,-0.528,0.208
380.758904,-0.904,-0.526,0.218
380.808952,-0.962,-0.464,0.152
380.859,-0.996,-0.432,0.03
380.908856,-0.818,-0.402,0.058
380.958904,-0.8,-0.376,0.064
381.008952,-1.022,-0.358,0.12
381.059,-0.986,-0.244,0.112
381.108856,-0.968,-0.168,0.05
381.158904,-1.034,-0.134,0.026
381.208952,-1.056,-0.206,0.114
381.259,-0.974,-0.26,0.168
381.308856,-1.038,-0.128,-0.108
381.358904,-1.184,-0.206,-0.118
381.408952,-0.906,-0.354,-0.08
381.459,-1.01,-0.4,-0.012
381.509856,-0.846,-0.416,-0.05
381.559904,-0.808,-0.432,-0.156
381.609952,-0.946,-0.482,-0.178
381.66,-0.874,-0.478,-0.262
381.709856,-0.824,-0.594,-0.258
381.759904,-0.68,-0.77,-0.222
381.809952,-0.602,-0.88,-0.272
381.86,-0.532,-0.892,-0.316
381.909856,-0.526,-0.846,-0.408
381.959904,-0.442,-0.798,-0.364
382.009952,-0.456,-0.806,-0.366
382.06,-0.464,-0.752,-0.39
382.109856,-0.456,-0.77,-0.424
382.159904,-0.356,-0.862,-0.48
382.209952,-0.442,-0.814,-0.542
382.26,-0.41,-0.944,-0.476
382.309856,-0.364,-0.876,-0.472
382.359904,-0.312,-0.814,-0.508
382.409952,-0.162,-0.87,-0.52
382.46,-0.036,-0.814,-0.626
382.710856,0.12,-0.944,-0.386
382.760904,0.044,-0.812,-0.48
382.810952,0.142,-0.85,-0.566
382.861,0.434,-0.832,-0.686
382.910856,0.562,-0.94,-0.818
382.960904,0.518,-0.984,-0.718
383.010952,0.598,-0.934,-0.776
383.061,0.624,-0.646,-0.752
383.510856,0.176,-0.856,-0.668
383.560904,-0.084,-1.168,-0.872
383.610952,-0.018,-1.394,-1.032
383.661,-0.05,-1.31,-0.998
383.711856,-0.072,-1.096,-0.8
383.761904,0.016,-0.742,-0.46
383.811952,-0.05,-0.614,-0.286
383.862,-0.176,-0.408,-0.254
383.911856,-0.286,-0.45,-0.294
383.961904,-0.37,-0.614,-0.334
384.011952,-0.424,-0.69,-0.476
384.062,-0.594,-0.926,-0.556
384.311856,-0.832,-0.598,-0.638
384.361904,-0.708,-0.542,-0.614
384.411952,-0.536,-0.656,-0.542
384.462,-0.49,-0.662,-0.534
384.712856,-0.144,-0.86,-0.504
384.762904,-0.222,-0.88,-0.582
384.812952,-0.2,-0.798,-0.646
384.863,-0.186,-0.798,-0.608
384.912856,-0.176,-0.792,-0.6
384.962904,-0.066,-0.774,-0.608
385.012952,-0.148,-0.818,-0.594
385.063,-0.136,-0.768,-0.604
385.512856,-0.306,-0.902,-0.568
385.562904,-0.316,-0.85,-0.604
385.612952,-0.346,-0.784,-0.608
385.663,-0.288,-0.796,-0.6
387.715856,-0.478,-0.722,-0.544
387.765904,-0.354,-0.836,-0.524
387.815952,-0.208,-0.876,-0.576
387.866,-0.164,-0.764,-0.566
388.115856,0.816,-0.416,-0.59
388.165904,0.908,-0.312,-0.638
388.215952,1.346,-0.132,-0.712
388.266,1.328,0.004,-0.732
388.315856,1.374,0.016,-0.78
388.365904,1.294,-0.086,-0.726
388.415952,1.174,0.002,-0.776
388.466,1.086,-0.062,-0.792
388.515856,0.928,-0.086,-0.674
388.565904,0.806,-0.188,-0.62
388.615952,0.646,-0.166,-0.562
388.666,0.44,-0.224,-0.472
388.715856,0.412,-0.254,-0.568
388.765904,0.438,-0.398,-0.412
388.815952,0.478,-0.48,-0.392
388.866,0.236,-0.492,-0.336
388.916856,0.032,-0.536,-0.44
388.966904,-0.17,-0.59,-0.51
389.016952,0.312,-0.6,-0.296
389.067,0.856,-0.686,-0.024
389.116856,0.974,-0.044,0.178
389.166904,1.31,-0.248,0.346
389.216952,0.45,-0.678,0.306
389.267,0.472,-0.72,0.436
389.316856,0.604,-0.6,0.53
389.366904,0.568,-0.536,0.596
389.416952,0.72,-0.63,0.702
389.467,0.88,-0.566,0.496
389.516856,0.688,-0.352,0.316
389.566904,0.422,-0.144,0.308
389.616952,0.55,0.22,0.334
389.667,0.914,0.628,0.408
389.716856,1.286,0.618,0.386
389.766904,0.942,0.552,0.416
389.816952,1.01,0.434,0.596
389.867,0.472,-0.118,0.862
389.917856,0.582,-0.052,0.97
389.967904,0.598,0.11,0.84
390.017952,0.796,0.194,0.874
390.068,0.862,0.208,0.76
390.117856,0.828,0.158,0.488
390.167904,0.686,0.032,0.434
390.217952,0.576,0.008,0.528
390.268,0.696,0.142,0.738
390.317856,0.654,0.26,0.772
390.367904,0.56,0.154,0.78
390.417952,0.462,0.218,0.72
390.468,-0.09,0.25,0.888
390.517856,0.766,0.01,0.69
390.567904,0.652,0.122,0.574
390.617952,0.834,0.096,0.576
390.668,0.668,-0.142,0.818
390.717856,0.64,0.008,0.904
390.767904,0.742,0.178,0.644
390.817952,0.684,0.126,0.544
390.868,0.486,0.206,0.424
390.918856,0.678,0.218,0.442
390.968904,0.546,0.362,0.504
391.018952,0.518,0.314,0.688
391.069,0.626,0.32,0.922
391.118856,0.466,0.272,1.108
391.168904,0.364,0.074,0.98
391.218952,0.408,0.018,0.912
391.269,0.236,-0.036,0.706
391.518856,0.348,0.024,0.968
391.568904,0.358,-0.114,1.454
391.618952,0.252,-0.288,1.058
391.669,0.4,0.016,0.69
391.718856,0.642,0.046,0.788
391.768904,0.192,-0.072,1.022
391.818952,0.302,0.02,0.898
391.869,0.47,0.018,0.788
391.919856,0.53,0.008,0.816
391.969904,0.486,0.016,0.846
392.019952,0.496,-0.016,0.806
392.07,0.55,-0.018,0.8
392.119856,0.494,-0.052,0.846
392.169904,0.368,-0.048,0.928
392.219952,0.38,-0.014,0.864
392.27,0.504,-0.048,0.912
392.319856,0.86,-0.28,0.974
392.369904,0.908,-0.286,1.16
392.419952,1.154,-0.556,1.086
392.47,1.26,-0.636,0.882
392.519856,1.656,-0.072,0.41
392.569904,1.596,0.25,0.074
392.619952,0.974,0.184,0.026
392.67,0.198,0.04,-0.302
392.719856,0.038,-0.024,-0.394
392.769904,-0.24,-0.26,-0.338
392.819952,-0.378,-0.356,-0.224
392.87,-0.568,-0.56,-0.176
392.920856,-0.57,-0.658,-0.114
392.970904,-0.488,-0.758,-0.22
393.020952,-0.58,-0.764,-0.348
393.071,-0.586,-0.734,-0.382
393.120856,-0.552,-0.752,-0.446
393.170904,-0.602,-0.78,-0.368
393.220952,-0.564,-0.774,-0.348
393.271,-0.488,-0.694,-0.38
393.320856,-0.43,-0.678,-0.252
393.370904,-0.628,-0.536,-0.366
393.420952,-0.786,-0.524,-0.556
393.471,-0.816,-0.632,-0.902
393.520856,-0.52,-0.518,-1.08
393.570904,-0.676,-0.55,-0.902
393.620952,-0.84,-0.656,-0.664
393.671,-0.682,-0.614,-0.37
393.720856,-0.346,-0.658,-0.336
393.770904,-0.336,-0.706,-0.284
393.820952,-0.45,-0.752,-0.368
393.871,-0.624,-0.76,-0.432
393.920856,-0.612,-0.824,-0.368
393.970904,-0.49,-0.844,-0.47
394.020952,-0.48,-0.86,-0.558
394.071,-0.53,-0.816,-0.534
394.721856,-0.358,-0.84,-0.594
394.771904,-0.314,-0.802,-0.584
394.821952,-0.37,-0.77,-0.488
394.872,-0.378,-0.752,-0.472
394.921856,-0.372,-0.67,-0.46
394.971904,-0.402,-0.566,-0.456
395.021952,-0.276,-0.384,-0.47
395.072,-0.094,-0.284,-0.418
395.322856,1.046,0.452,1.244
395.372904,1.576,0.744,1.61
395.422952,0.926,0.466,0.756
395.473,0.152,0.064,0.872
395.522856,1.102,-0.432,1.222
