t,x,y,z
121.842856,0.518,-0.572,0.7
121.892904,0.518,-0.554,0.708
121.942952,0.508,-0.586,0.722
121.993,0.494,-0.596,0.732
122.042856,0.502,-0.568,0.704
122.092904,0.502,-0.57,0.704
122.142952,0.488,-0.572,0.708
122.193,0.504,-0.572,0.71
122.242856,0.504,-0.592,0.704
122.292904,0.496,-0.576,0.718
122.342952,0.486,-0.584,0.728
122.393,0.5,-0.59,0.71
122.643856,0.928,-0.296,-0.096
122.693904,0.926,-0.288,-0.08
122.743952,0.93,-0.296,-0.1
122.794,0.924,-0.292,-0.096
122.843856,0.928,-0.29,-0.096
122.893904,0.926,-0.28,-0.09
122.943952,0.94,-0.284,-0.114
122.994,0.94,-0.294,-0.088
124.044856,0.814,-0.388,0.222
124.094904,0.878,-0.324,0.168
124.144952,0.928,-0.306,0.146
124.195,0.832,-0.346,0.192
124.244856,0.728,-0.29,0.16
124.294904,0.678,-0.232,0.098
124.344952,0.678,-0.206,0.046
124.395,0.844,-0.142,-0.036
124.444856,0.926,-0.194,-0.094
124.494904,1.008,-0.048,-0.168
124.544952,1.08,-0.046,-0.372
124.595,1.04,-0.088,-0.336
124.645856,1.134,-0.164,-0.296
124.695904,1.17,-0.184,-0.186
124.745952,1.102,-0.302,-0.176
124.796,0.892,-0.362,-0.094
124.845856,0.51,-0.346,-0.028
124.895904,0.518,-0.264,-0.01
124.945952,0.576,-0.168,0.088
124.996,0.638,-0.092,-0.084
125.245856,0.486,-0.57,0.688
125.295904,0.528,-0.622,0.7
125.345952,0.51,-0.594,0.704
125.396,0.496,-0.538,0.76
125.445856,0.624,-0.882,-0.126
125.495904,0.278,-0.64,-0.04
125.545952,0.546,-1.056,0.038
125.596,0.896,-0.482,0.414
125.646856,0.422,-0.698,0.414
125.696904,0.12,-0.626,0.14
125.746952,0.678,-1.274,0.048
125.797,0.428,-0.946,0.118
125.846856,0.364,-0.882,0.04
125.896904,0.238,-1.028,0.14
125.946952,0.172,-0.954,0.032
125.997,0.224,-0.99,-0.026
126.046856,0.246,-0.952,0.056
126.096904,0.198,-0.902,-0.004
126.146952,0.104,-0.976,-0.064
126.197,0.156,-0.954,-0.154
126.246856,0.142,-1.0,-0.186
126.296904,0.136,-0.964,-0.208
126.346952,0.128,-0.806,-0.212
126.397,0.092,-0.792,-0.232
126.446856,0.142,-0.896,-0.356
126.496904,0.162,-0.884,-0.354
126.546952,0.158,-0.866,-0.28
126.597,0.142,-0.828,-0.286
126.647856,0.176,-0.882,-0.334
126.697904,0.146,-0.89,-0.302
126.747952,0.148,-0.864,-0.324
126.798,0.152,-0.85,-0.306
126.847856,0.168,-0.866,-0.334
126.897904,0.162,-0.858,-0.324
126.947952,0.162,-0.878,-0.336
126.998,0.158,-0.85,-0.354
127.647856,-0.002,-0.946,0.27
127.697904,-0.008,-0.962,0.264
127.747952,-0.01,-0.968,0.27
127.798,-0.008,-0.966,0.258
128.048856,-0.008,-0.958,0.26
128.098904,0.006,-0.964,0.262
128.148952,-0.004,-0.962,0.248
128.199,-0.008,-0.948,0.264
128.248856,0.008,-0.958,0.268
128.298904,0.002,-0.948,0.26
128.348952,0.002,-0.976,0.27
128.399,-0.008,-0.974,0.24
128.448856,0.13,-0.898,-0.318
128.498904,0.162,-0.906,-0.296
128.548952,0.174,-0.914,-0.346
128.599,0.14,-0.89,-0.328
128.648856,0.02,-0.984,0.24
128.698904,-0.004,-0.962,0.262
128.748952,-0.002,-0.962,0.264
128.799,-0.008,-0.968,0.268
129.049856,0.258,-0.972,-0.08
129.099904,0.638,-1.102,0.156
129.149952,0.518,-1.138,0.504
129.2,0.488,-1.594,0.956
129.249856,-0.008,-0.97,0.236
129.299904,-0.008,-0.954,0.24
129.349952,0.018,-0.96,0.252
129.4,-0.01,-0.958,0.246
129.449856,0.55,-0.906,0.088
129.499904,0.486,-0.832,0.004
129.549952,0.344,-0.648,-0.024
129.6,0.222,-0.436,-0.02
130.050856,-0.008,-0.962,0.254
130.100904,0.012,-0.97,0.262
130.150952,-0.002,-0.964,0.268
130.201,-0.002,-0.966,0.246
130.250856,-0.008,-0.968,0.262
130.300904,-0.002,-0.962,0.264
130.350952,0.002,-0.962,0.268
130.401,-0.008,-0.962,0.252
130.650856,0.006,-0.962,0.24
130.700904,0.006,-0.976,0.248
130.750952,-0.002,-0.954,0.264
130.801,0.002,-0.96,0.252
131.051856,-0.016,-0.948,0.264
131.151952,-0.01,-0.964,0.244
131.202,0.006,-0.962,0.248
131.852856,0.022,-0.964,0.222
131.902904,0.012,-0.968,0.216
131.952952,0.016,-0.962,0.206
132.003,0.024,-0.968,0.212
132.052856,0.012,-0.964,0.222
132.102904,0.03,-0.97,0.206
132.152952,0.018,-0.954,0.222
132.203,0.024,-0.976,0.216
132.852856,0.006,-0.976,0.2
132.902904,0.02,-0.996,0.188
132.952952,-0.004,-0.996,0.216
133.003,-0.058,-0.912,0.128
133.253856,-0.004,-0.858,0.168
133.303904,-0.136,-0.848,0.24
133.353952,0.006,-1.174,0.454
133.404,0.048,-0.938,0.192
133.453856,0.142,-0.898,0.112
133.503904,0.232,-0.66,0.192
133.553952,0.28,-0.69,0.168
133.604,0.352,-0.856,0.384
133.653856,0.134,-0.862,0.486
133.703904,0.078,-1.018,0.508
133.753952,-0.202,-0.996,0.432
133.804,-0.466,-0.948,0.568
133.853856,-0.488,-1.014,0.05
133.903904,-0.66,-0.73,-0.072
133.953952,-0.638,-0.538,0.144
134.004,-0.464,-0.544,0.112
134.054856,-0.242,-0.786,0.142
134.104904,-0.194,-0.974,0.136
134.154952,-0.218,-1.274,0.102
134.205,-0.178,-1.056,0.062
141.461856,0.142,-0.91,-0.058
141.511904,0.014,-0.942,0.124
141.561952,-0.114,-0.93,0.284
141.612,-0.232,-0.832,0.444
141.861856,0.12,-0.964,0.28
141.911904,0.07,-0.982,0.26
141.961952,0.014,-0.916,0.318
142.012,-0.136,-0.948,0.248
142.262856,0.022,-0.952,0.344
142.312904,-0.002,-0.964,0.338
142.362952,-0.002,-0.936,0.334
142.413,-0.01,-0.926,0.326
142.462856,0.002,-0.946,0.358
142.512904,0.014,-0.932,0.332
142.562952,0.008,-0.962,0.336
142.613,0.014,-0.932,0.32
142.662856,0.008,-0.946,0.336
142.712904,0.002,-0.946,0.332
142.762952,-0.004,-0.936,0.342
142.813,-0.002,-0.946,0.332
143.463856,0.012,-0.928,0.352
143.513904,-0.002,-0.914,0.36
143.563952,-0.002,-0.932,0.334
143.614,0.018,-0.944,0.352
143.663856,0.016,-0.936,0.37
143.713904,0.014,-0.948,0.352
143.763952,-0.008,-0.92,0.368
143.814,0.022,-0.944,0.354
143.863856,0.016,-0.962,0.364
143.913904,0.03,-0.928,0.358
143.963952,-0.008,-0.928,0.368
144.014,-0.008,-0.92,0.36
144.063856,-0.004,-0.91,0.368
144.113904,0.018,-0.954,0.348
144.163952,0.018,-0.96,0.352
144.214,0.022,-0.954,0.352
144.263856,0.03,-0.952,0.358
144.313904,0.014,-0.922,0.37
144.363952,0.014,-0.936,0.364
144.414,0.014,-0.936,0.368
144.664856,0.008,-0.922,0.376
144.714904,0.014,-0.914,0.364
144.764952,0.028,-0.936,0.374
144.815,0.03,-0.942,0.35
145.064856,0.016,-0.942,0.368
145.114904,0.016,-0.942,0.366
145.164952,0.002,-0.928,0.36
145.215,0.022,-0.942,0.352
145.665856,0.014,-0.946,0.37
145.715904,0.014,-0.93,0.358
145.765952,0.014,-0.928,0.376
145.816,0.016,-0.928,0.368
145.865856,0.016,-0.932,0.376
145.915904,0.016,-0.932,0.366
145.965952,0.014,-0.944,0.352
146.016,0.008,-0.936,0.34
146.065856,0.012,-0.928,0.358
146.115904,0.03,-0.946,0.364
146.165952,0.008,-0.928,0.362
146.216,0.022,-0.928,0.358
146.666856,0.03,-0.938,0.352
146.716904,0.006,-0.932,0.344
146.766952,-0.014,-0.942,0.334
146.817,-0.024,-0.946,0.338
148.467856,-0.36,-1.668,0.964
148.517904,0.24,-1.202,-0.098
148.567952,0.254,-0.974,-0.352
148.668856,0.254,-0.392,0.24
148.718904,0.266,-0.552,0.36
148.768952,0.056,-0.97,0.236
148.819,0.022,-1.01,0.204
148.868856,0.036,-0.91,0.204
148.918904,0.072,-0.874,0.216
148.968952,0.108,-0.904,0.192
149.019,0.14,-0.956,0.196
149.068856,0.128,-0.976,0.166
149.118904,0.126,-0.956,0.124
149.168952,0.082,-0.978,0.07
149.219,0.062,-0.96,0.036
149.268856,0.118,-0.824,-0.09
149.318904,0.158,-0.622,-0.13
149.368952,0.276,-0.634,-0.254
149.419,0.326,-1.14,-0.81
149.468856,0.062,-1.642,-0.466
149.518904,0.64,-1.108,0.226
149.568952,0.432,-1.16,-0.228
149.619,0.216,-0.852,-0.378
149.669856,0.188,-0.794,-0.242
149.719904,0.198,-0.92,-0.296
149.769952,0.206,-0.962,-0.314
149.82,0.222,-0.91,-0.318
149.869856,0.224,-0.816,-0.288
149.919904,0.176,-0.76,-0.314
149.969952,0.166,-0.818,-0.328
150.02,0.152,-0.858,-0.322
150.069856,0.142,-0.866,-0.332
150.119904,0.146,-0.884,-0.336
150.169952,0.152,-0.878,-0.34
150.22,0.15,-0.882,-0.352
150.870856,0.174,-0.858,-0.426
150.920904,0.15,-0.832,-0.394
150.970952,0.166,-0.842,-0.424
151.021,0.166,-0.786,-0.442
151.070856,0.188,-0.824,-0.432
151.120904,0.184,-0.802,-0.434
151.170952,0.188,-0.788,-0.434
151.221,0.198,-0.772,-0.446
151.470856,0.184,-0.816,-0.456
151.520904,0.166,-0.786,-0.45
151.570952,0.168,-0.8,-0.45
151.621,0.176,-0.8,-0.458
152.071856,0.176,-0.794,-0.464
152.121904,0.188,-0.814,-0.456
152.171952,0.176,-0.798,-0.45
152.222,0.176,-0.8,-0.436
152.271856,0.184,-0.8,-0.436
152.321904,0.186,-0.8,-0.442
152.371952,0.178,-0.814,-0.45
152.422,0.184,-0.8,-0.458
152.471856,0.198,-0.808,-0.44
152.521904,0.176,-0.802,-0.434
152.571952,0.182,-0.802,-0.44
152.622,0.176,-0.798,-0.434
153.072856,0.174,-0.802,-0.442
153.122904,0.172,-0.81,-0.456
153.172952,0.168,-0.808,-0.452
153.223,0.172,-0.808,-0.456
153.472856,0.176,-0.794,-0.458
153.522904,0.15,-0.794,-0.452
153.572952,0.178,-0.81,-0.45
153.623,0.158,-0.794,-0.456
154.073856,0.168,-0.798,-0.464
154.123904,0.156,-0.804,-0.464
154.173952,0.16,-0.786,-0.456
154.224,0.158,-0.794,-0.456
154.673856,0.162,-0.796,-0.464
154.723904,0.166,-0.804,-0.458
154.773952,0.172,-0.792,-0.452
154.824,0.166,-0.798,-0.452
155.274856,0.158,-0.808,-0.464
155.324904,0.172,-0.856,-0.496
155.374952,0.176,-0.864,-0.498
155.425,0.208,-0.832,-0.498
155.674856,0.286,-1.018,-0.314
155.724904,0.138,-0.896,-0.458
155.774952,0.176,-1.044,-0.532
155.825,0.072,-0.942,-0.13
155.875856,0.208,-0.64,-0.142
155.925904,0.4,-0.584,-0.738
155.975952,1.08,-0.498,-0.232
156.026,1.196,-0.704,-0.874
156.075856,0.926,-0.682,-1.24
156.125904,1.39,-1.042,-1.048
156.175952,-1.252,-1.104,0.16
156.226,0.742,-0.32,-0.51
156.275856,0.656,-0.456,-0.344
156.325904,0.64,-0.29,-0.308
156.375952,0.482,-0.194,-0.248
156.426,0.398,-0.174,-0.212
156.475856,0.294,-0.154,-0.16
156.525904,0.304,-0.19,-0.148
156.575952,0.428,-0.08,-0.184
156.626,0.664,-0.126,-0.288
156.876856,0.78,-0.502,-0.24
156.926904,0.866,-0.336,-0.24
156.976952,0.904,-0.346,-0.174
157.027,0.88,-0.44,-0.122
157.076856,0.88,-0.432,-0.098
157.126904,0.856,-0.366,-0.136
157.176952,0.812,-0.314,-0.174
157.227,0.92,-0.272,-0.212
157.276856,0.992,-0.202,-0.29
157.326904,0.946,-0.254,-0.29
157.376952,0.848,-0.208,-0.29
157.427,0.816,-0.264,-0.184
157.476856,0.838,-0.234,-0.25
157.526904,0.974,-0.17,-0.328
157.576952,0.926,-0.154,-0.34
157.627,0.844,-0.264,-0.298
157.676856,0.816,-0.328,-0.25
157.726904,0.794,-0.248,-0.25
157.776952,0.87,-0.306,-0.238
157.827,0.976,-0.346,-0.2
158.077856,0.894,-0.326,-0.152
158.127904,0.888,-0.28,-0.178
158.177952,0.88,-0.28,-0.186
158.228,0.892,-0.346,-0.186
158.277856,0.876,-0.34,-0.192
158.327904,0.872,-0.336,-0.2
158.377952,0.904,-0.318,-0.196
158.428,0.894,-0.312,-0.176
158.477856,0.896,-0.32,-0.17
158.527904,0.934,-0.354,-0.168
158.577952,0.904,-0.296,-0.122
158.628,0.926,-0.334,-0.098
158.677856,0.926,-0.308,-0.094
158.727904,0.888,-0.306,-0.08
158.777952,0.894,-0.288,-0.06
158.828,0.92,-0.242,-0.098
159.278856,0.94,-0.296,-0.098
159.328904,0.926,-0.294,-0.102
159.378952,0.92,-0.296,-0.084
159.429,0.926,-0.286,-0.072
159.678856,0.914,-0.334,-0.08
159.728904,0.91,-0.32,-0.08
159.778952,0.92,-0.328,-0.082
159.829,0.922,-0.318,-0.082
160.079856,0.92,-0.34,-0.064
160.129904,0.952,-0.32,-0.048
160.179952,0.966,-0.336,-0.046
160.23,0.92,-0.336,-0.032
160.279856,0.902,-0.328,-0.02
160.329904,0.908,-0.316,-0.032
160.379952,0.902,-0.298,-0.032
160.43,0.908,-0.306,-0.058
160.679856,0.896,-0.354,-0.032
160.729904,0.916,-0.336,-0.004
160.779952,0.912,-0.322,-0.032
160.83,0.92,-0.34,-0.032
160.879856,0.928,-0.356,-0.026
160.929904,0.93,-0.35,-0.024
160.979952,0.912,-0.356,-0.018
161.03,0.912,-0.338,-0.026
161.080856,0.91,-0.346,-0.032
161.130904,0.912,-0.34,-0.04
161.180952,0.914,-0.354,-0.03
161.231,0.926,-0.352,-0.04
161.480856,0.92,-0.35,-0.036
161.530904,0.91,-0.354,-0.018
161.580952,0.926,-0.35,-0.026
161.631,0.926,-0.354,-0.016
161.680856,0.922,-0.35,-0.026
161.730904,0.924,-0.334,-0.02
161.780952,0.916,-0.352,-0.02
161.831,0.908,-0.358,-0.008
161.880856,0.92,-0.354,-0.016
161.930904,0.918,-0.356,-0.008
161.980952,0.91,-0.354,-0.004
162.031,0.918,-0.368,0.012
162.081856,0.906,-0.368,0.012
162.131904,0.918,-0.37,0.014
162.181952,0.926,-0.368,0.014
162.232,0.918,-0.356,0.024
162.281856,0.91,-0.348,0.006
162.331904,0.926,-0.354,0.014
162.381952,0.904,-0.35,0.03
162.432,0.914,-0.35,0.006
162.481856,0.914,-0.36,0.032
162.531904,0.914,-0.36,0.014
162.581952,0.918,-0.37,0.03
162.632,0.92,-0.36,0.024
162.681856,0.908,-0.354,0.012
162.731904,0.92,-0.362,0.014
162.781952,0.908,-0.38,0.004
162.832,0.914,-0.37,0.014
162.881856,0.908,-0.378,0.016
162.931904,0.91,-0.37,0.008
162.981952,0.908,-0.384,0.012
163.032,0.92,-0.37,0.014
163.081856,0.914,-0.372,0.016
163.131904,0.936,-0.378,0.03
163.181952,0.92,-0.368,0.024
163.232,0.914,-0.368,0.038
163.282856,0.896,-0.37,0.03
163.332904,0.92,-0.356,0.038
163.382952,0.928,-0.37,0.032
163.433,0.934,-0.366,0.032
163.482856,0.918,-0.346,0.056
163.532904,0.942,-0.346,0.062
163.582952,0.956,-0.362,0.088
163.633,0.936,-0.41,0.14
163.682856,0.924,-0.386,0.152
163.732904,0.796,-0.442,0.216
163.782952,0.728,-0.398,0.19
163.833,0.688,-0.282,0.144
163.882856,0.702,-0.338,0.126
163.932904,0.724,-0.224,0.024
163.982952,0.638,-0.252,0.072
164.033,0.614,-0.232,0.134
164.082856,0.55,-0.048,0.096
164.132904,0.622,0.04,0.062
164.182952,0.656,0.078,0.048
164.233,1.094,-0.054,0.03
164.483856,1.268,0.152,-0.126
164.533904,1.158,0.126,-0.052
164.583952,1.122,0.12,-0.096
164.634,1.128,0.03,-0.11
164.683856,1.088,0.08,-0.16
164.733904,1.08,0.054,-0.178
164.783952,1.088,0.038,-0.208
164.834,1.048,0.04,-0.196
164.883856,1.046,0.028,-0.2
164.933904,0.982,0.136,-0.228
164.983952,0.928,0.172,-0.25
165.034,0.896,0.118,-0.218
165.284856,0.978,0.12,-0.248
165.334904,0.982,0.096,-0.242
165.384952,0.974,0.066,-0.232
165.435,0.978,0.078,-0.21
165.484856,0.958,0.04,-0.194
165.534904,0.942,0.056,-0.196
165.584952,0.924,0.048,-0.194
165.635,0.904,0.056,-0.184
165.684856,0.88,0.062,-0.206
165.734904,0.878,0.062,-0.208
165.784952,0.914,0.092,-0.204
165.835,0.92,0.12,-0.224
165.884856,0.952,0.112,-0.208
165.934904,0.96,0.118,-0.24
165.984952,0.968,0.096,-0.216
166.035,0.956,0.078,-0.192
166.084856,0.952,0.062,-0.176
166.134904,0.94,0.038,-0.168
166.184952,0.94,0.032,-0.16
166.235,0.928,0.054,-0.186
166.285856,0.912,0.038,-0.194
166.335904,0.94,0.038,-0.21
166.385952,0.928,0.06,-0.218
166.436,0.942,0.092,-0.212
166.685856,0.958,0.062,-0.194
166.735904,0.952,0.046,-0.186
166.785952,0.94,0.038,-0.168
166.836,0.934,0.016,-0.164
166.885856,0.948,0.012,-0.164
166.935904,0.942,0.03,-0.164
166.985952,1.016,0.03,-0.17
167.036,1.08,0.05,-0.226
167.085856,1.176,0.05,-0.256
167.135904,1.184,0.05,-0.242
167.185952,1.074,0.032,-0.162
167.236,0.952,-0.026,-0.122
167.286856,0.784,-0.05,-0.088
167.336904,0.752,-0.04,-0.08
167.386952,0.776,-0.01,-0.136
167.437,0.824,0.006,-0.19
167.686856,1.236,0.082,-0.128
167.736904,1.296,0.24,-0.11
167.786952,1.304,0.29,-0.148
167.837,1.26,0.152,-0.208
168.086856,0.638,-0.132,-0.144
168.136904,0.642,-0.146,-0.144
168.186952,0.664,-0.218,-0.194
168.237,0.654,-0.25,-0.2
168.286856,0.626,-0.312,-0.226
168.336904,0.658,-0.322,-0.194
168.386952,0.734,-0.344,-0.186
168.437,0.76,-0.35,-0.234
168.487856,0.744,-0.378,-0.244
168.537904,0.78,-0.402,-0.212
168.587952,0.864,-0.462,-0.184
168.638,0.892,-0.462,-0.176
168.687856,0.94,-0.392,-0.19
168.737904,0.95,-0.35,-0.218
168.787952,0.946,-0.306,-0.238
168.838,0.908,-0.306,-0.196
168.887856,0.872,-0.352,-0.17
168.937904,0.86,-0.364,-0.194
168.987952,0.856,-0.362,-0.218
169.038,0.846,-0.34,-0.24
169.087856,0.848,-0.33,-0.24
169.137904,0.864,-0.34,-0.24
169.187952,0.88,-0.352,-0.222
169.238,0.856,-0.368,-0.194
169.287856,0.83,-0.332,-0.154
169.337904,0.92,-0.266,-0.172
169.387952,0.928,-0.306,-0.144
169.438,0.892,-0.384,-0.112
169.488856,0.888,-0.408,-0.094
169.538904,0.92,-0.436,-0.078
169.588952,0.904,-0.392,-0.112
169.639,0.894,-0.414,-0.1
169.688856,0.882,-0.41,-0.128
169.738904,0.864,-0.386,-0.128
169.788952,0.88,-0.354,-0.158
169.839,0.886,-0.324,-0.178
169.888856,0.894,-0.324,-0.174
169.938904,0.904,-0.334,-0.152
169.988952,0.904,-0.32,-0.144
170.039,0.92,-0.314,-0.126
170.088856,0.926,-0.366,-0.114
170.138904,0.934,-0.37,-0.11
170.188952,0.912,-0.318,-0.122
170.239,0.91,-0.292,-0.13
170.288856,0.902,-0.272,-0.144
170.338904,0.91,-0.272,-0.136
170.388952,0.908,-0.274,-0.132
170.439,0.918,-0.276,-0.136
170.489856,0.926,-0.298,-0.116
170.539904,0.92,-0.306,-0.098
170.589952,0.924,-0.308,-0.09
170.64,0.924,-0.32,-0.084
170.689856,0.928,-0.31,-0.106
170.739904,0.918,-0.304,-0.098
170.789952,0.908,-0.312,-0.098
170.84,0.91,-0.314,-0.116
170.889856,0.908,-0.302,-0.12
170.939904,0.864,-0.314,-0.122
170.989952,0.914,-0.318,-0.114
171.04,0.934,-0.316,-0.122
171.089856,0.914,-0.306,-0.112
171.139904,0.902,-0.304,-0.11
171.189952,0.918,-0.294,-0.108
171.24,0.892,-0.298,-0.08
171.289856,0.924,-0.282,-0.094
171.339904,0.92,-0.304,-0.08
171.389952,0.912,-0.304,-0.104
171.44,0.92,-0.306,-0.11
171.490856,0.924,-0.292,-0.108
171.540904,0.924,-0.292,-0.104
171.590952,0.924,-0.306,-0.122
171.641,0.912,-0.308,-0.132
171.690856,0.918,-0.312,-0.112
171.740904,0.914,-0.32,-0.12
171.790952,0.918,-0.328,-0.104
171.841,0.918,-0.32,-0.112
171.890856,0.92,-0.306,-0.098
171.940904,0.926,-0.306,-0.098
171.990952,0.918,-0.298,-0.112
172.041,0.914,-0.3,-0.114
172.090856,0.92,-0.296,-0.11
172.140904,0.926,-0.306,-0.116
172.190952,0.914,-0.286,-0.104
172.241,0.93,-0.306,-0.096
172.290856,0.91,-0.298,-0.104
172.340904,0.92,-0.302,-0.098
172.390952,0.882,-0.312,-0.098
172.441,0.926,-0.314,-0.106
172.491856,0.918,-0.306,-0.1
172.541904,0.918,-0.314,-0.114
172.591952,0.92,-0.296,-0.116
172.642,0.924,-0.306,-0.098
172.691856,0.928,-0.298,-0.106
172.741904,0.926,-0.32,-0.106
172.791952,0.926,-0.304,-0.098
172.842,0.92,-0.302,-0.094
172.891856,0.92,-0.312,-0.094
172.941904,0.912,-0.296,-0.092
172.991952,0.924,-0.302,-0.114
173.042,0.928,-0.306,-0.104
173.491856,0.918,-0.296,-0.002
173.541904,0.92,-0.306,-0.09
173.591952,0.92,-0.292,-0.1
173.642,0.934,-0.286,-0.096
180.898856,0.152,-0.498,0.028
180.948904,0.092,-0.472,0.062
180.998952,0.144,-0.59,-0.016
181.049,0.268,-0.798,-0.064
181.099856,0.368,-1.092,-0.02
181.149904,0.542,-1.128,-0.016
181.199952,0.624,-1.102,0.03
181.25,0.722,-0.976,0.088
181.299856,0.716,-0.812,0.12
181.349904,0.668,-0.688,0.24
181.399952,0.632,-0.496,0.246
181.45,0.7,-0.24,0.38
181.499856,0.678,-0.44,0.352
181.549904,0.424,-0.69,0.556
181.599952,0.352,-0.954,0.706
181.65,0.352,-0.848,0.728
181.699856,0.328,-0.878,0.688
181.749904,0.306,-0.864,0.664
181.799952,0.338,-0.744,0.678
181.85,0.348,-0.762,0.7
181.899856,0.224,-0.682,0.688
181.949904,0.176,-0.792,0.688
181.999952,0.142,-0.656,0.706
182.05,0.11,-0.712,0.664
182.100856,0.048,-0.714,0.704
182.150904,0.038,-0.798,0.712
182.200952,-0.014,-0.816,0.718
182.251,-0.034,-1.13,0.814
182.300856,-0.072,-0.766,0.598
182.350904,0.054,-0.494,0.56
182.400952,0.07,-0.328,0.494
182.451,-0.026,-0.608,0.688
182.500856,-0.088,-0.592,0.716
182.550904,-0.05,-0.708,0.646
182.600952,-0.03,-0.834,0.694
182.651,0.056,-0.848,0.78
182.700856,0.142,-0.77,0.792
182.750904,0.226,-0.576,0.678
182.800952,0.38,-0.546,0.608
182.851,0.456,-0.616,0.46
182.900856,0.494,-0.528,0.29
182.950904,0.588,-0.644,0.146
183.000952,0.704,-0.696,0.046
183.051,0.774,-0.858,-0.1
183.101856,0.818,-0.83,-0.154
183.151904,0.888,-1.04,-0.29
183.201952,0.796,-0.832,-0.378
183.252,0.776,-0.794,-0.398
183.301856,0.796,-0.632,-0.432
183.351904,0.83,-0.574,-0.404
183.401952,0.944,-0.688,-0.354
183.452,0.856,-0.474,-0.382
183.501856,0.908,-0.506,-0.258
183.551904,0.902,-0.48,-0.202
183.601952,1.02,-0.796,0.014
183.652,0.956,-0.234,0.06
183.701856,0.892,-0.2,-0.002
183.751904,0.93,-0.248,-0.032
183.801952,0.96,-0.272,-0.056
183.852,0.96,-0.222,-0.122
183.901856,0.928,-0.174,-0.138
183.951904,0.918,-0.194,-0.114
184.001952,0.92,-0.216,-0.112
184.052,0.94,-0.242,-0.048
184.101856,0.95,-0.234,-0.068
184.151904,0.952,-0.378,-0.076
184.201952,0.944,-0.41,-0.106
184.252,0.926,-0.29,-0.154
184.302856,0.9,-0.24,-0.152
184.352904,0.904,-0.27,-0.152
184.402952,0.924,-0.282,-0.148
184.453,0.93,-0.282,-0.116
184.502856,0.936,-0.264,-0.112
184.552904,0.92,-0.256,-0.128
184.602952,0.934,-0.25,-0.128
184.653,0.934,-0.248,-0.136
184.702856,0.926,-0.242,-0.148
184.752904,0.926,-0.264,-0.098
184.802952,0.924,-0.272,-0.126
184.853,0.93,-0.282,-0.12
184.902856,0.92,-0.274,-0.146
184.952904,0.918,-0.272,-0.138
185.002952,0.928,-0.288,-0.154
185.053,0.918,-0.264,-0.128
185.102856,0.91,-0.264,-0.144
185.152904,0.924,-0.272,-0.13
185.202952,0.926,-0.286,-0.128
185.253,0.912,-0.272,-0.13
185.303856,0.926,-0.274,-0.144
185.353904,0.926,-0.262,-0.136
185.403952,0.928,-0.266,-0.126
185.454,0.952,-0.274,-0.144
185.503856,0.924,-0.272,-0.136
185.553904,0.928,-0.26,-0.11
185.603952,0.924,-0.264,-0.096
185.654,0.93,-0.232,-0.114
185.703856,0.928,-0.244,-0.114
185.753904,0.94,-0.228,-0.12
185.803952,0.944,-0.232,-0.126
185.854,0.936,-0.264,-0.124
185.903856,0.926,-0.274,-0.122
185.953904,0.926,-0.25,-0.116
186.003952,0.914,-0.23,-0.132
186.054,0.92,-0.242,-0.106
186.103856,0.94,-0.242,-0.09
186.153904,0.934,-0.228,-0.09
186.203952,0.946,-0.244,-0.114
186.254,0.942,-0.218,-0.114
186.304856,0.944,-0.212,-0.112
186.354904,0.934,-0.234,-0.12
186.404952,0.934,-0.254,-0.104
186.455,0.94,-0.272,-0.1
186.504856,0.928,-0.268,-0.104
186.554904,0.942,-0.264,-0.142
186.604952,0.944,-0.24,-0.126
186.655,0.946,-0.232,-0.122
186.704856,0.944,-0.242,-0.108
186.754904,0.946,-0.234,-0.116
186.804952,0.95,-0.228,-0.12
186.855,0.934,-0.244,-0.13
186.904856,0.934,-0.254,-0.122
186.954904,0.918,-0.258,-0.128
187.004952,0.88,-0.258,-0.126
187.055,0.928,-0.234,-0.13
187.104856,0.944,-0.226,-0.136
187.154904,0.94,-0.234,-0.128
187.204952,0.956,-0.242,-0.114
187.255,0.992,-0.28,-0.084
187.305856,0.974,-0.186,-0.072
187.355904,1.004,-0.21,-0.064
187.405952,0.99,-0.192,-0.062
187.456,0.974,-0.19,-0.062
187.505856,0.902,-0.196,-0.04
187.555904,0.866,-0.196,-0.044
187.605952,0.846,-0.232,-0.014
187.656,0.958,-0.274,-0.008
187.705856,0.932,-0.232,-0.026
187.755904,0.896,-0.21,-0.03
187.805952,0.882,-0.164,0.006
187.856,0.888,-0.2,-0.034
187.905856,0.856,-0.128,-0.064
187.955904,0.92,-0.18,-0.08
188.005952,0.85,-0.144,-0.13
188.056,0.818,-0.16,-0.144
188.105856,0.952,-0.094,-0.12
188.155904,1.03,-0.128,-0.168
188.205952,1.166,-0.186,-0.264
188.256,1.15,-0.232,-0.302
188.506856,0.624,-0.306,-0.154
188.556904,0.718,-0.296,-0.212
188.606952,0.806,-0.202,-0.242
188.657,0.728,-0.194,-0.242
188.706856,0.68,-0.136,-0.178
188.756904,0.936,-0.12,-0.104
188.806952,0.798,-0.016,-0.168
188.857,1.054,0.038,-0.216
189.106856,1.02,-0.338,0.11
189.156904,0.942,-0.244,0.102
189.206952,0.892,-0.378,0.338
189.257,0.892,-0.52,0.44
189.507856,0.282,-0.88,0.558
189.557904,0.39,-0.848,0.536
